ID,POS,First Name,Last Name,TM,ORG,LG,Lev,DOB,Age,NAT,HT,WT,B,T,EXP,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CB,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,DEF,P,C,1B,2B,3B,SS,LF,CF,RF,DEF Pot,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,MLY,MLD,SECY,SECD,PROY,ROOK,R,Sct,SctAcc,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm
127068,SP,BILL,ADAMS,-,-,-,-,10/25/2154,22,USA,6' 4',185 lbs,R,R,7,,,N,N,N,L,N,N,Unknown,Normal,Good,-,35,35,30,25,25,30,35,35,30,25,25,35,35,35,30,25,25,30,50,45,35,30,35,45,8,1,Groundball,Normal,Normal,40,35,30,45,30,40,35,30,45,30,40,35,30,45,30,50,45,35,45,50,60,70,35,60,-,-,-,-,-,-,40,50,-,-,-,-,-,-,-,-,-,-,-,-,3,FB,96-98,3/4,Power,5,2,1,1,1,2,2,4,2,2,1,2,4,4,-,-,-,-,-,-,-,-,4,4,-,3,-,-,-,-,-,-,1,1,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Major,None,,Major League,-,0,0,0,0,0,-
123482,LF,BOB,ADAMS,-,-,-,-,08/08/2156,20,USA,6' 3',200 lbs,R,R,6,,,N,N,N,N,N,N,Unknown,Normal,Great,CO Junior,35,35,35,35,35,30,35,35,35,35,35,30,35,30,35,35,35,30,45,50,45,50,50,50,1,1,Normal,Normal,Normal,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,OTT,Normal,1,1,1,1,1,2,2,6,2,4,3,7,2,-,-,-,-,-,-,2,-,1,4,5,-,4,-,-,-,4,-,4,1,4,5,3,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
126706,C,BRYANT,ADAMS,-,-,-,-,11/30/2156,20,USA,6' 2',195 lbs,R,R,6,,,N,N,H,N,N,L,Unknown,Normal,Great,CO Junior,35,35,30,30,30,30,30,35,30,30,30,30,35,35,30,30,30,30,45,45,45,40,35,45,5,1,Normal,Pull,Spray,20,30,20,40,20,20,30,20,40,20,20,30,20,40,20,20,35,20,40,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,SIDE,Normal,1,1,7,6,5,4,2,5,3,2,1,5,2,-,2,1,-,-,-,-,-,-,5,7,5,5,-,1,-,1,-,-,3,2,1,2,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
126139,SP,CAM,ADAMS,-,-,-,-,11/10/2159,17,USA,6' 3',185 lbs,R,R,2,,,L,N,N,N,H,N,Unknown,Normal,Average,HS Junior,25,30,25,20,30,25,30,30,25,20,30,30,30,25,25,20,30,25,40,40,35,25,40,40,10,1,Normal,Spray,Normal,35,40,30,50,35,35,40,30,45,30,35,40,30,50,35,65,45,45,50,45,45,65,30,60,35,45,-,-,40,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,GB,93-95,3/4,GB'er,5,4,1,1,1,3,3,9,1,2,2,1,7,7,-,-,-,-,-,-,-,-,7,7,-,5,-,3,-,1,-,-,2,2,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
126711,SP,CARL,ADAMS,-,-,-,-,09/03/2156,20,USA,6' 4',195 lbs,R,R,5,,,N,N,N,N,N,L,Unknown,Normal,Average,CO Sophomore,25,25,25,20,30,25,25,25,25,20,30,25,25,25,25,20,30,25,30,35,35,30,40,40,9,1,Normal,Normal,Spray,35,35,30,45,25,30,35,30,40,25,35,35,30,45,25,45,45,50,45,50,45,50,35,45,-,-,40,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,EX FB,93-95,3/4,Normal,8,7,1,1,1,2,2,5,1,6,2,2,5,5,-,-,-,-,-,-,-,-,5,5,-,4,-,-,-,5,1,2,2,1,1,3,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
134420,SP,CHUCK,ADAMS,-,-,-,-,01/21/2155,22,USA,6' 1',175 lbs,R,R,5,,,L,N,L,N,L,N,Unknown,Normal,Great,CO Senior,35,35,30,20,35,35,35,35,30,20,35,35,35,35,30,20,30,35,50,45,35,20,35,45,4,2,Groundball,Spray,Normal,40,45,35,45,40,40,40,35,45,40,40,45,35,45,40,45,55,45,45,70,55,55,40,50,-,-,45,45,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,95-97,OTT,Power,5,9,1,1,1,2,1,5,1,3,2,6,3,3,-,-,-,-,-,-,-,-,3,3,-,3,-,-,-,3,-,2,1,1,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
131098,CF,DENNIS,ADAMS,-,-,-,-,08/10/2156,20,USA,6' 0',175 lbs,R,R,5,,,L,N,N,N,N,L,Unknown,Normal,Great,CO Junior,30,30,30,30,30,30,30,35,30,30,30,35,30,30,30,30,30,30,55,55,45,55,45,55,6,1,Normal,Pull,Normal,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,SIDE,Normal,1,1,1,1,1,7,6,5,4,7,8,3,2,-,-,-,-,-,-,1,2,1,4,10,-,8,6,5,4,7,4,5,7,7,6,5,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
124382,SP,DYLAN,ADAMS,-,-,-,-,06/02/2154,22,USA,6' 4',195 lbs,S,R,7,,,N,H,N,L,N,N,Unknown,Normal,Great,CO Senior,35,35,30,25,35,35,35,35,25,25,35,35,35,35,30,25,35,35,45,45,35,30,40,45,9,1,Normal,Normal,Spray,35,40,35,45,35,35,40,35,45,30,35,40,35,45,35,45,45,50,45,45,45,55,35,60,-,-,-,-,-,-,-,-,40,55,-,-,-,-,-,-,-,-,-,-,3,NEU,92-94,3/4,Normal,7,9,1,1,1,2,1,5,1,3,2,1,3,3,-,-,-,-,-,-,-,-,3,3,-,3,-,-,-,2,-,-,2,1,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
122054,RP,FRANK,ADAMS,-,-,-,-,07/12/2151,25,USA,6' 7',205 lbs,R,R,10,,,N,N,L,H,N,N,Normal,Normal,Great,-,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,25,20,10,1,Normal,Pull,Normal,45,35,25,50,25,45,35,20,50,25,45,35,25,50,25,55,40,25,50,35,60,80,45,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,70,-,-,3,NEU,99-101,3/4,Power,6,2,1,1,1,3,3,5,1,1,2,2,6,6,-,-,-,-,-,-,-,-,6,6,-,6,-,1,-,-,-,-,1,1,1,2,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Major,None,,Major League,-,0,0,0,0,0,-
133925,CF,Jeff,Adams,-,-,-,-,07/05/2161,15,USA,6' 2',170 lbs,R,R,1,,,N,N,L,N,L,L,Unknown,Durable,Average,HS Sophomore,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,50,50,50,45,55,3,1,Normal,Normal,Spray,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,SIDE,Normal,1,1,1,1,1,5,3,3,3,7,4,5,2,-,-,-,-,-,-,1,2,1,4,8,-,7,2,1,-,7,4,6,6,6,5,5,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
134380,RF,Jonathan,Adams,-,-,-,-,12/29/2160,16,USA,6' 1',175 lbs,R,L,1,,,H,N,N,N,N,N,Unknown,Normal,Average,HS Sophomore,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,55,50,60,55,50,45,4,1,Line Drive,Spray,Normal,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,30,20,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,3/4,Normal,1,1,1,1,1,1,1,5,1,7,5,7,3,-,-,-,-,-,-,1,1,3,7,3,-,2,-,-,-,8,4,7,7,6,4,7,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
129666,SP,MIKE,ADAMS,-,-,-,-,12/18/2152,24,USA,6' 6',200 lbs,L,L,7,,,N,N,N,H,N,N,Normal,Normal,Great,-,35,35,30,20,30,35,35,35,30,20,30,30,35,35,30,20,30,35,45,40,35,25,40,40,9,2,Groundball,Pull,Normal,45,35,30,45,30,45,35,30,45,30,45,35,30,45,30,50,45,30,45,45,50,60,35,50,-,-,-,-,-,-,50,60,-,-,-,-,-,-,-,-,-,-,-,-,3,FB,93-95,3/4,Normal,6,8,1,1,1,2,2,6,1,3,4,3,5,5,-,-,-,-,-,-,-,-,5,5,-,4,-,-,-,2,-,-,1,2,3,3,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Major,None,,Major League,-,0,0,0,0,0,-
125970,CF,MILLARD,ADAMS,-,-,-,-,11/17/2154,22,USA,6' 1',180 lbs,R,R,7,,,N,N,N,N,N,H,Unknown,Normal,Good,CO Senior,35,35,30,30,30,35,35,35,30,30,30,35,35,35,30,30,30,35,55,55,50,50,40,60,5,1,Normal,Normal,Normal,20,30,20,40,20,20,30,20,40,20,20,30,20,40,20,20,40,20,40,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,3/4,Normal,1,1,1,1,1,1,4,5,2,7,4,3,2,-,-,-,-,-,-,1,2,1,5,6,-,4,-,-,-,8,5,6,8,10,9,10,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
123413,SP,OSCAR,ADAMS,-,-,-,-,02/07/2156,21,USA,6' 7',200 lbs,R,R,6,,,L,N,N,N,N,N,Unknown,Normal,Average,CO Junior,25,25,25,20,25,25,25,30,30,20,25,30,25,25,25,20,25,25,35,40,35,20,40,40,3,1,Normal,Normal,Normal,35,40,30,45,35,35,40,30,45,35,35,40,30,45,35,45,45,45,45,45,-,-,35,35,40,45,45,55,-,-,40,45,40,50,-,-,-,-,-,-,-,-,-,-,5,NEU,96-98,3/4,Normal,7,9,1,1,1,2,1,5,1,4,3,5,4,4,-,-,-,-,-,-,-,-,4,4,-,3,-,-,-,3,-,2,1,1,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
123621,SP,TED,ADAMS,-,-,-,-,07/14/2155,21,USA,6' 0',195 lbs,S,R,6,,,N,N,N,N,N,N,Unknown,Normal,Average,CO Junior,20,25,25,30,30,25,25,20,25,30,30,25,25,20,25,25,30,25,25,25,35,35,40,30,9,1,Flyball,Normal,Normal,40,35,35,45,30,35,35,35,40,30,40,40,35,45,30,50,50,50,45,55,50,65,35,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,65,-,-,3,NEU,94-96,SIDE,Normal,6,7,1,1,1,1,3,5,2,6,2,3,4,4,-,-,-,-,-,-,-,-,4,4,-,3,-,-,-,5,1,2,1,1,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
131174,SP,THEODORE,ADAMS,-,-,-,-,11/13/2153,23,USA,6' 4',200 lbs,R,R,4,,,L,L,N,H,N,N,Unknown,Normal,Great,-,35,35,30,25,30,35,35,35,30,25,35,35,35,35,30,25,30,35,45,40,35,30,35,45,7,1,Normal,Normal,Normal,35,40,35,45,35,35,40,35,40,35,40,40,35,45,35,45,45,45,45,50,45,45,-,-,-,-,35,45,40,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,FB,90-92,3/4,Normal,7,5,1,1,1,2,3,4,1,4,2,3,5,5,-,-,-,-,-,-,-,-,5,5,-,4,-,-,-,4,-,2,1,1,1,1,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Major,None,,Major League,-,0,0,0,0,0,-
133944,SS,Will,Adams,-,-,-,-,10/13/2160,16,USA,6' 1',165 lbs,R,R,1,,,L,N,N,N,N,H,Unknown,Normal,Average,HS Sophomore,25,30,30,30,30,25,30,25,30,30,30,25,30,25,30,30,30,25,50,45,45,65,55,35,5,2,Flyball,Normal,Normal,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,3/4,Normal,1,1,1,1,1,5,7,6,3,5,9,9,2,-,-,-,1,1,2,-,-,1,3,10,-,8,4,5,3,7,2,6,5,4,4,2,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
126292,SP,MARVIN,ADDITO,-,-,-,-,10/07/2158,18,USA,6' 5',190 lbs,L,R,3,,,N,H,L,N,N,L,Unknown,Normal,Average,HS Senior,30,30,25,25,25,30,30,30,25,25,25,30,30,30,25,25,25,30,45,40,35,30,40,45,6,1,Normal,Spray,Spray,25,35,30,40,30,25,35,30,40,30,25,35,30,40,30,40,45,50,40,50,40,45,30,45,35,35,-,-,-,-,35,45,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,89-91,OTT,Normal,6,6,1,1,1,2,1,6,1,2,3,1,4,4,-,-,-,-,-,-,-,-,4,4,-,3,-,-,-,-,-,-,1,2,1,3,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
131853,RP,BUTCH,ADKINS,-,-,-,-,06/17/2158,18,USA,6' 6',200 lbs,L,L,2,,,N,N,N,N,N,N,Unknown,Fragile,Average,HS Senior,30,30,30,20,25,30,30,30,30,20,25,30,30,30,30,20,25,30,45,45,40,25,35,45,7,1,Groundball,Normal,Pull,40,35,25,40,30,40,35,25,45,30,40,35,25,40,30,65,45,35,40,50,50,75,-,-,-,-,-,-,-,-,35,65,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,95-97,SIDE,Power,2,9,1,1,1,2,3,4,1,2,3,1,4,4,-,-,-,-,-,-,-,-,4,4,-,4,-,-,-,-,-,-,1,2,1,2,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
135550,RF,Kent,Adkins,-,-,-,-,10/29/2160,16,USA,6' 2',180 lbs,R,L,1,,,N,H,N,N,N,N,Unknown,Normal,Average,HS Sophomore,30,30,35,35,30,25,30,30,35,35,30,25,30,30,35,35,30,25,55,45,80,75,55,40,5,1,Line Drive,Normal,Normal,20,30,20,40,20,20,30,20,40,20,20,30,20,40,20,20,35,25,40,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,SIDE,Normal,1,1,1,1,1,1,1,5,1,6,7,6,3,-,-,-,-,-,-,1,1,3,6,3,-,2,-,-,-,7,3,6,5,6,6,6,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Amateur,None,,Major League,-,0,0,0,0,0,-
130736,RP,RANDY,ADKINS,-,-,-,-,06/04/2152,24,USA,6' 0',185 lbs,R,R,5,,,N,N,N,L,N,N,Normal,Normal,Average,-,35,35,30,25,30,35,35,35,30,25,30,35,35,35,30,25,30,35,45,45,35,25,40,40,4,1,Normal,Spray,Spray,40,40,30,45,35,40,40,30,45,35,40,40,30,45,35,50,45,35,45,50,45,55,45,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,FB,92-94,SIDE,Normal,6,8,1,1,1,3,2,10,4,1,3,2,7,7,-,-,-,-,-,-,-,-,7,7,-,4,-,3,-,-,-,-,1,1,1,2,Free agent,0,-,0,0,0,0,0,0,No,,Jun. 1st   2177,Very High,Major,None,,Major League,-,0,0,0,0,0,-
