ID,POS,First Name,Last Name,TM,ORG,LG,Lev,DOB,Age,NAT,HT,WT,B,T,EXP,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CB,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,DEF,P,C,1B,2B,3B,SS,LF,CF,RF,DEF Pot,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,MLY,MLD,SECY,SECD,PROY,ROOK,R,Sct,SctAcc,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm
137807,CF,WESLEY,ADRIAANSE,AOAK,OAK,RL,R,03/19/2158,19,NED,6' 4',180 lbs,R,R,3,,,N,N,N,N,H,H,Unknown,Normal,-,-,40,40,45,40,40,35,40,40,45,40,40,40,40,35,45,40,40,35,55,60,70,60,50,60,4,1,Line Drive,Normal,Spray,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,3/4,Normal,1,1,1,1,1,4,3,4,3,8,5,6,7,-,-,-,-,-,-,2,7,1,7,7,-,6,1,1,-,9,7,8,9,9,9,9,-,1 (auto.),-,1,0,0,0,0,2,No,,Jun. 1st   2177,Very High,Minor,International FA signing,Sep. 17th   2174,Major League,-,0,0,0,0,2174,Oakland
131471,C,JON,AFF,ATEX,TEX,RL,R,10/11/2157,19,USA,6' 3',200 lbs,R,R,3,,,L,L,N,N,L,H,Unknown,Normal,Average,-,40,35,35,35,30,40,40,40,35,35,35,45,35,40,35,35,30,40,50,60,50,50,40,65,3,1,Normal,Normal,Normal,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,20,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,3/4,Normal,1,1,6,6,6,2,3,6,1,3,3,7,2,-,2,-,-,-,-,-,-,-,5,6,5,4,-,1,-,3,-,3,2,2,2,1,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,Minor,Draft Pick,Jun. 10th   2176,Major League,Texas,2176,17,15,496,0,-
136911,CF,IEYOSHI,AGANO,GBAL,MIA,RL,R,04/25/2156,21,JPN,6' 2',200 lbs,R,R,5,,,L,L,N,H,L,N,Selfish,Normal,-,-,45,40,50,30,50,55,40,45,50,30,50,55,40,45,50,30,50,55,45,55,50,30,55,70,7,2,Line Drive,Pull,Normal,20,30,20,40,20,20,30,20,40,20,20,30,20,40,20,20,35,20,40,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,SIDE,Normal,1,1,1,1,1,3,2,4,1,6,3,6,2,-,-,-,-,-,-,2,2,3,2,5,-,4,-,-,-,6,2,5,7,6,4,6,-,1 (auto.),-,1,0,0,0,0,4,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,May 20th   2172,Major League,-,0,0,0,0,2172,Miami
137024,RP,AKIHIRO,AGEDA,QUC,STL,RL,R,12/02/2155,21,JPN,6' 2',185 lbs,R,R,5,,,N,N,L,N,L,N,Normal,Normal,-,-,30,25,35,30,40,35,25,30,35,30,40,35,25,30,35,30,40,35,25,30,35,30,40,35,7,1,Flyball,Normal,Normal,35,45,35,45,45,35,45,35,45,45,35,45,35,45,45,35,45,35,45,45,40,40,35,35,40,40,-,-,40,40,35,35,-,-,-,-,-,-,-,-,-,-,-,-,5,NEU,90-92,OTT,Normal,6,5,1,1,1,2,3,5,2,4,2,5,5,5,-,-,-,-,-,-,-,-,5,5,-,3,-,-,-,4,-,3,1,1,1,1,-,1 (auto.),-,1,0,0,0,0,4,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Jul. 30th   2172,Major League,-,0,0,0,0,2172,St. Louis
121924,RP,JAVIER,AGUILAR,MIS,ARI,RL,R,07/18/2156,20,DOM,6' 8',200 lbs,L,L,4,,,N,L,L,N,L,N,Unmotivated,Normal,-,-,35,35,30,30,35,35,35,35,30,30,35,35,35,35,30,30,35,35,40,40,35,35,40,40,9,2,Groundball,Normal,Spray,50,35,30,45,30,50,35,30,45,30,50,35,30,45,30,60,40,30,45,35,60,70,40,45,-,-,-,-,-,-,-,-,50,60,-,-,-,-,-,-,-,-,-,-,3,FB,96-98,3/4,Power,1,9,1,1,1,2,3,4,1,2,2,1,5,5,-,-,-,-,-,-,-,-,5,5,-,4,-,-,-,-,-,-,2,1,2,1,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Mar. 19th   2173,Major League,-,0,0,0,0,2173,Arizona
138316,RP,LEONARDO,AGUILAR,GWAS,WAS,RL,R,04/09/2158,19,MEX,6' 5',195 lbs,R,R,2,,,N,N,H,N,H,N,Unknown,Fragile,-,-,30,30,30,25,30,30,30,35,30,25,30,30,30,30,30,25,30,30,45,45,35,25,40,45,8,1,Groundball,Spray,Pull,35,35,25,45,25,35,35,25,45,25,35,35,25,45,25,45,45,35,45,40,40,45,35,50,-,-,35,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,EX FB,89-91,3/4,Normal,6,9,1,1,1,2,2,4,2,3,3,4,5,5,-,-,-,-,-,-,-,-,5,5,-,4,-,-,-,2,-,1,4,2,1,2,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Sep. 27th   2175,Major League,-,0,0,0,0,2175,Washington
128730,C,LUIS MIGUEL,AGUILAR,GWAS,WAS,RL,R,02/05/2156,21,MEX,6' 0',185 lbs,R,R,5,,,H,N,N,N,N,N,Unknown,Normal,-,-,40,40,35,35,40,40,40,40,35,35,40,40,40,40,35,35,40,40,50,50,45,50,50,50,5,1,Normal,Pull,Spray,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,3/4,Normal,1,1,8,8,4,3,3,3,1,4,1,2,3,-,3,-,-,-,-,-,-,-,6,5,6,4,-,-,-,2,-,-,1,2,2,2,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,Minor,Draft Pick,Jun. 10th   2173,Major League,Washington,2173,17,10,495,2172,Viera
122672,RP,RICARDO,AGUILAR,LAK,SD,RL,R,02/03/2156,21,VEN,6' 5',200 lbs,L,R,5,,,N,N,L,N,L,N,Unmotivated,Normal,-,-,35,35,35,35,35,40,35,35,35,35,35,35,35,40,35,35,35,40,35,40,35,35,35,40,6,1,Normal,Normal,Pull,40,45,30,45,40,40,45,30,45,40,40,45,30,45,40,45,45,30,45,45,45,45,40,50,-,-,-,-,-,-,40,40,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,90-92,OTT,Normal,3,7,1,1,1,3,2,4,1,2,3,3,6,6,-,-,-,-,-,-,-,-,6,6,-,5,-,-,-,-,-,-,2,2,1,1,-,1 (auto.),-,1,0,0,0,0,4,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Feb. 27th   2172,Major League,-,0,0,0,0,2172,San Diego
137479,RP,GUILLERMO,AGUILERA,GBAL,MIA,RL,R,11/09/2156,20,MEX,6' 1',185 lbs,R,R,4,,,L,L,N,H,L,H,Selfish,Normal,-,-,30,25,35,30,40,35,25,30,35,30,40,35,25,30,35,30,40,35,25,30,35,30,40,35,10,1,Normal,Spray,Pull,35,45,35,45,45,35,45,35,45,40,40,45,35,45,45,35,45,40,45,45,40,40,35,40,-,-,-,-,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,GB,89-91,3/4,GB'er,8,3,1,1,1,2,1,4,2,2,3,7,3,3,-,-,-,-,-,-,-,-,3,3,-,2,-,-,-,2,-,-,2,2,1,1,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Sep. 5th   2173,Major League,-,0,0,0,0,2173,Miami
121985,SP,JORGE,AGUILERA,GNYA,NYY,RL,R,10/24/2156,20,CRC,6' 4',190 lbs,L,L,4,,,N,N,L,N,L,N,Outspoken,Normal,-,-,35,30,30,30,30,35,30,30,30,30,30,30,30,35,30,30,30,35,40,35,30,30,40,35,8,1,Groundball,Pull,Spray,40,35,25,50,30,40,40,25,50,30,40,35,25,45,30,45,45,25,50,45,45,50,30,45,-,-,45,55,-,-,40,55,-,-,-,-,-,-,-,-,-,-,-,-,4,FB,93-95,3/4,Normal,6,8,1,1,1,2,2,4,1,3,2,3,4,4,-,-,-,-,-,-,-,-,4,4,-,3,-,-,-,2,-,-,1,1,1,2,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Mar. 11th   2173,Major League,-,0,0,0,0,2173,New York
137253,C,José,Aguilera,LEX,HOU,RL,R,08/09/2156,20,DOM,6' 0',195 lbs,R,R,4,,,L,L,N,H,L,N,Selfish,Normal,-,-,35,35,30,30,30,35,35,35,30,30,35,35,35,35,30,30,30,35,40,45,40,40,40,55,5,1,Normal,Pull,Normal,20,30,25,35,25,20,30,25,35,25,20,30,25,35,25,20,35,25,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,3/4,Normal,1,1,3,6,2,3,3,4,1,1,2,5,1,-,1,-,-,-,-,-,-,-,2,6,2,4,-,-,-,-,-,-,3,4,4,5,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,May 12th   2173,Major League,-,0,0,0,0,2173,Houston
132284,C,ANTÓNIO,AGUIRRE,GNYA,NYY,RL,R,11/23/2153,23,PUR,6' 2',190 lbs,R,R,7,,,N,N,N,N,L,N,Normal,Normal,-,-,35,35,35,40,35,40,35,40,35,40,35,40,35,35,35,40,35,40,40,40,45,40,45,40,3,1,Normal,Normal,Pull,20,35,25,40,25,20,35,25,40,25,20,35,25,40,25,20,35,25,40,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,3/4,Normal,1,1,7,6,8,2,2,8,1,2,5,8,3,-,3,-,-,-,-,-,-,-,7,5,7,3,-,-,-,3,-,1,1,1,1,2,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Draft Pick,Jun. 10th   2171,Major League,New York,2171,16,12,465,2170,Tampa
134549,CL,MARK,AHERNE,KIN,NYM,RL,R,03/15/2158,19,USA,6' 0',175 lbs,R,R,2,,,N,N,H,N,H,N,Unknown,Normal,Average,-,25,20,25,25,35,25,20,25,25,25,35,25,20,25,25,25,35,25,20,25,30,25,40,30,5,1,Normal,Normal,Pull,40,45,40,50,40,40,45,40,50,40,45,45,40,55,40,65,55,55,50,60,50,75,-,-,-,-,45,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,95-97,3/4,Power,3,4,1,1,1,5,2,4,3,3,3,3,7,7,-,-,-,-,-,-,-,-,7,7,-,5,-,-,-,2,-,1,2,1,1,1,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,Minor,Draft Pick,Jun. 10th   2176,Major League,New York,2176,4,25,116,0,-
136585,RP,EDWIN,AHERNFELD,LCO,CLE,RL,R,02/28/2156,21,AUS,6' 1',180 lbs,R,R,5,,,L,N,H,H,N,N,Normal,Normal,-,-,35,35,30,30,35,35,35,35,30,30,35,35,35,35,30,30,35,35,50,45,35,30,40,45,8,2,Groundball,Normal,Spray,45,40,40,45,30,45,40,40,45,30,45,40,40,45,30,55,40,45,45,40,50,60,40,45,-,-,45,55,-,-,40,50,-,-,-,-,-,-,-,-,-,-,-,-,4,FB,93-95,3/4,Normal,2,4,1,1,1,2,3,4,1,1,2,3,5,5,-,-,-,-,-,-,-,-,5,5,-,4,-,-,-,-,-,-,2,2,1,2,-,1 (auto.),-,1,0,0,0,0,4,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Oct. 31st   2172,Major League,-,0,0,0,0,2172,Cleveland
136827,SS,TABARI,AHMAD,MIS,ARI,RL,R,12/22/2154,22,TUN,6' 1',190 lbs,L,R,6,,,N,N,L,N,N,N,Normal,Durable,-,-,40,45,40,30,40,40,45,40,40,30,40,40,45,40,40,30,40,40,50,50,45,35,50,50,6,1,Groundball,Normal,Pull,20,35,20,40,25,20,35,20,40,25,20,35,20,40,25,20,35,20,40,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,3/4,Normal,1,1,1,1,1,5,10,6,5,2,6,10,2,-,-,-,-,1,2,-,-,-,5,10,-,9,6,6,5,3,-,1,3,2,1,1,-,1 (auto.),-,1,0,0,0,0,5,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Sep. 20th   2171,Major League,-,0,0,0,0,2171,Arizona
137882,LF,TOMMI,AHONEN,ACHN,CHC,RL,R,01/19/2158,19,FIN,6' 6',180 lbs,R,R,3,,,N,N,L,N,L,N,Unknown,Normal,-,-,30,35,45,40,40,25,35,30,45,40,40,25,35,30,45,40,40,25,50,45,70,65,55,35,3,1,Line Drive,Pull,Normal,20,30,20,40,20,20,30,20,40,20,20,30,20,40,20,20,35,20,40,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,OTT,Normal,1,1,1,1,1,5,4,4,4,8,6,8,2,-,-,2,-,-,-,2,3,1,9,9,-,9,4,2,2,9,6,8,8,6,4,4,-,1 (auto.),-,1,0,0,0,0,2,Yes,,Jun. 1st   2177,Very High,Minor,International FA signing,Sep. 17th   2174,Major League,-,0,0,0,0,2174,Chicago
124891,RP,ED,AKAS,ORM,LAA,RL,R,06/15/2155,21,USA,6' 2',190 lbs,R,R,7,,,H,N,N,L,N,N,Unknown,Normal,Great,-,35,35,30,25,35,35,35,35,30,25,35,35,35,35,30,25,35,35,45,40,35,25,40,45,6,1,Groundball,Normal,Spray,50,45,35,50,40,45,40,35,45,40,50,45,40,50,40,60,50,40,50,50,50,50,45,55,-,-,50,65,-,-,55,65,45,65,-,-,-,-,-,-,-,-,-,-,5,FB,95-97,SIDE,Power,10,9,1,1,1,4,2,6,1,2,2,3,6,6,-,-,-,-,-,-,-,-,6,6,-,5,-,-,-,1,-,-,1,1,1,1,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,Minor,Draft Pick,Jun. 10th   2176,Major League,Anaheim,2176,19,18,559,0,-
135230,2B,AMENNAY,AKINSHEGUN,ELI,MIN,RL,R,05/14/2158,19,COD,6' 1',185 lbs,L,R,3,,,N,N,N,N,N,N,Unknown,Normal,-,-,35,35,30,30,35,35,35,35,30,25,35,35,35,35,35,30,35,40,45,50,40,35,40,55,9,1,Normal,Pull,Normal,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,SIDE,Normal,1,1,1,1,1,3,6,2,4,2,4,1,1,-,-,-,1,-,-,-,-,-,2,9,-,6,2,-,-,-,-,-,5,3,1,2,-,1 (auto.),-,1,0,0,0,0,2,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Oct. 6th   2174,Major League,-,0,0,0,0,2174,Minnesota
129562,3B,ERNESTO,ALANIZ,KIN,NYM,RL,R,09/26/2157,19,CRC,6' 6',200 lbs,R,R,4,,,L,L,N,H,N,N,Selfish,Normal,-,-,35,35,40,35,45,35,40,35,40,35,45,35,35,35,35,35,40,35,50,45,45,50,55,45,5,1,Normal,Normal,Spray,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,20,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,SIDE,Normal,1,1,2,2,1,5,5,8,2,4,3,6,2,-,-,1,-,2,-,1,-,-,5,10,-,10,3,5,2,3,-,3,3,1,1,1,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Oct. 3rd   2173,Major League,-,0,0,0,0,2173,New York
121978,C,JORGE,ALANIZ,LCO,CLE,RL,R,07/20/2156,20,PUR,6' 7',205 lbs,R,R,4,,,N,N,N,N,N,H,Normal,Normal,-,-,40,40,40,40,35,40,40,40,40,40,40,40,40,40,40,40,35,40,50,50,45,45,40,45,5,2,Normal,Normal,Spray,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,3/4,Normal,1,1,6,6,5,3,4,5,1,2,2,5,3,-,3,-,-,-,-,-,-,-,5,8,5,7,-,1,-,-,-,-,9,6,6,5,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,Minor,Scout Discovery,Mar. 12th   2173,Major League,-,0,0,0,0,2173,Cleveland
