ID,POS,First Name,Last Name,TM,ORG,LG,Lev,DOB,Age,NAT,HT,WT,B,T,EXP,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CB,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,DEF,P,C,1B,2B,3B,SS,LF,CF,RF,DEF Pot,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,MLY,MLD,SECY,SECD,PROY,ROOK,R,Sct,SctAcc,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm
138158,C,Miguel,Alfaro,INT,CHW,INT,INT,05/26/2159,18,DOM,6' 4',200 lbs,R,R,2,,,N,N,H,N,N,H,Unknown,Durable,-,-,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,45,40,40,45,45,40,3,2,Normal,Normal,Normal,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,25,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,3/4,GB'er,1,1,7,3,6,2,1,3,1,2,1,6,2,-,2,-,-,-,-,-,-,-,5,3,5,2,-,-,-,-,-,-,3,1,1,1,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Jul. 20th   2175,Major League,-,0,0,0,0,2175,Chicago
127739,SP,Luis,Alfonso,INT,MON,INT,INT,09/23/2160,16,NCA,6' 3',185 lbs,R,R,0,,,H,N,N,N,H,N,Unknown,Durable,-,-,25,25,25,20,25,25,25,25,25,20,30,25,25,25,25,20,25,25,40,40,35,20,40,40,7,2,Normal,Spray,Normal,30,35,25,45,30,30,35,25,45,30,30,35,25,45,30,60,50,45,45,60,-,-,35,60,-,-,35,60,-,-,35,70,35,55,-,-,-,-,-,-,-,-,-,-,4,NEU,91-93,SIDE,Normal,7,7,1,1,1,3,2,8,4,4,4,3,7,7,-,-,-,-,-,-,-,-,7,7,-,5,-,2,-,3,-,1,1,1,1,2,-,1 (auto.),-,1,0,0,0,0,0,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Feb. 25th   2177,Major League,-,0,0,0,0,2177,Montreal
138161,C,Octávio,Alfonso,INT,ATL,INT,INT,05/04/2159,18,DOM,6' 2',200 lbs,S,R,2,,,N,N,L,L,H,N,Unknown,Normal,-,-,30,30,30,25,30,30,30,30,30,25,30,30,30,30,30,25,30,30,40,40,40,30,40,45,7,1,Normal,Normal,Normal,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,3/4,Normal,1,1,6,6,3,3,4,6,1,1,1,6,2,-,2,-,-,-,-,-,-,-,4,8,4,6,-,2,-,-,-,-,5,3,3,2,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Jul. 21st   2175,Major League,-,0,0,0,0,2175,Atlanta
134710,SS,Tony,Alfonso,INT,MIN,INT,INT,03/23/2160,17,VEN,6' 0',185 lbs,R,R,1,,,N,L,N,N,H,N,Unknown,Normal,-,-,30,30,25,25,30,30,30,30,30,25,30,30,30,30,25,25,25,30,40,50,40,35,40,60,3,1,Normal,Normal,Pull,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,20,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,3/4,Normal,1,1,1,1,1,7,3,5,3,3,3,3,1,-,-,-,1,-,1,-,-,-,2,10,-,7,4,3,2,2,-,1,4,2,1,4,-,1 (auto.),-,1,0,0,0,0,0,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Jun. 19th   2176,Major League,-,0,0,0,0,2176,Minnesota
138321,SP,Luis,Alicea,INT,TBA,INT,INT,10/19/2159,17,COL,6' 1',165 lbs,R,R,2,,,H,N,N,N,N,N,Unknown,Normal,-,-,30,30,25,25,30,30,30,30,25,25,30,30,30,30,25,25,30,30,45,45,40,35,40,45,8,1,Groundball,Normal,Normal,30,35,30,40,30,30,35,30,40,30,30,35,30,40,30,45,40,45,40,40,40,45,30,45,-,-,-,-,-,-,-,-,35,50,-,-,-,-,-,-,-,-,-,-,3,NEU,91-93,3/4,Normal,4,2,1,1,1,2,3,4,1,3,4,3,5,5,-,-,-,-,-,-,-,-,5,5,-,3,-,-,-,2,-,1,3,1,1,1,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Oct. 2nd   2175,Major League,-,0,0,0,0,2175,Tampa Bay
136582,CF,Rafael,Alicea,INT,TEX,INT,INT,02/05/2159,18,PUR,6' 4',195 lbs,R,R,1,,,N,H,H,N,H,L,Unknown,Normal,-,-,30,30,30,25,30,30,30,30,30,25,30,30,30,30,30,30,30,30,40,45,40,40,45,55,5,1,Normal,Spray,Normal,20,30,20,35,20,20,30,20,35,20,20,30,20,35,20,20,35,20,35,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,3/4,Normal,1,1,1,1,1,2,2,4,2,5,5,3,1,-,-,-,-,-,-,1,1,1,1,4,-,4,-,-,-,5,1,3,6,5,5,3,-,1 (auto.),-,1,0,0,0,0,0,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Jan. 27th   2176,Major League,-,0,0,0,0,2176,Texas
136974,SP,Luis,Alomar,INT,NYY,INT,INT,09/21/2158,18,ARG,6' 0',175 lbs,R,R,2,,,N,L,H,N,N,N,Unknown,Normal,-,-,25,25,25,25,30,30,25,25,25,25,30,30,25,25,25,25,30,30,35,40,35,30,40,40,4,1,Normal,Ex. Pull,Pull,40,40,30,45,30,40,35,30,45,30,40,40,30,50,30,60,50,50,45,50,45,65,30,55,-,-,45,65,-,-,-,-,40,65,-,-,-,-,-,-,-,-,-,-,4,NEU,94-96,SIDE,Normal,8,7,1,1,1,2,3,5,2,4,3,3,6,6,-,-,-,-,-,-,-,-,6,6,-,4,-,1,-,3,-,1,1,1,1,1,-,1 (auto.),-,1,0,0,0,0,1,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Dec. 19th   2175,Major League,-,0,0,0,0,2175,New York
124199,LF,Eduardo,Alonso,INT,TBA,INT,INT,06/28/2157,19,CUB,6' 4',210 lbs,R,R,3,,,N,N,L,L,H,N,Unknown,Normal,-,-,35,30,30,25,30,30,30,35,30,25,35,35,30,35,30,25,30,30,45,50,40,30,50,50,6,1,Normal,Normal,Pull,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,25,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,3/4,Normal,1,1,1,1,1,2,2,3,2,4,6,4,2,-,-,1,-,-,-,2,-,-,4,3,-,3,-,-,-,4,-,3,4,1,1,3,-,1 (auto.),-,1,0,0,0,0,2,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Mar. 14th   2174,Major League,-,0,0,0,0,2174,Tampa Bay
136801,CL,Víctor,Alonso,INT,PIT,INT,INT,05/04/2157,20,MEX,6' 0',175 lbs,R,R,4,,,L,N,N,N,N,L,Normal,Normal,-,-,35,30,30,25,30,30,30,35,30,25,35,30,30,35,30,25,30,30,45,45,35,30,50,45,2,1,Groundball,Spray,Pull,30,35,30,45,30,30,35,30,45,25,30,40,30,50,30,45,45,35,45,40,40,45,-,-,-,-,40,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,EX FB,91-93,3/4,Normal,2,3,1,1,1,3,3,7,3,2,5,4,7,7,-,-,-,-,-,-,-,-,7,7,-,4,-,2,-,-,-,-,1,1,1,2,-,1 (auto.),-,1,0,0,0,0,3,Yes,,Jun. 1st   2177,Very High,International,Scout Discovery,Nov. 5th   2173,Major League,-,0,0,0,0,2173,Pittsburgh
138583,CF,Robinson,Alonzo,INT,ARI,INT,INT,07/05/2160,16,DOM,6' 2',165 lbs,S,R,1,,,H,N,N,L,N,N,Unknown,Normal,-,-,30,30,35,35,30,30,30,30,35,35,30,30,30,30,35,35,30,30,50,50,80,60,50,45,5,1,Line Drive,Normal,Spray,20,30,20,35,25,20,30,20,35,25,20,30,20,35,25,20,35,25,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,SIDE,Normal,1,1,1,1,1,5,2,4,3,8,4,4,2,-,-,1,-,-,-,2,2,2,5,8,-,6,1,-,-,8,5,6,8,8,8,7,-,1 (auto.),-,1,0,0,0,0,0,Yes,,Jun. 1st   2177,Very High,International,International FA signing,Sep. 6th   2176,Major League,-,0,0,0,0,2176,Arizona
